Country,Year,Petroleum Consumption,Refined Products Consumption,Motor Gasoline Consumption,Jet Fuel Consumption,Kerosene Consumption,Distillate Fuel Oil Consumption,Residual Fuel Oil Consumption,LPG Consumption,Other Products Consumption,Production of Crude Oil,NGPL Production
World,1990,136.1654263,136.1654263,31.80358931,7.871607081,3.366924336,34.57324121,29.26225041,7.356376004,21.93143799,129.36,6.876
World,1991,137.2903981,137.2903981,32.00828909,7.578111347,3.295844635,35.31958677,29.0657303,7.819869301,22.2029667,128.609,7.116
World,1992,137.5423065,137.5423065,31.78266446,7.5908353,3.559774612,35.84927105,27.27697789,7.508458694,23.97432454,128.898,7.172
World,1993,137.3304246,137.3304246,32.17819417,7.688404103,3.573995414,37.12695093,26.13351231,7.656786673,22.97258096,128.732,7.475
World,1994,140.2296144,140.2296144,32.6247475,7.957624208,3.629967501,37.58291866,25.89525082,8.024880291,24.51422545,130.852,7.985
World,1995,142.4450105,142.4450105,33.17831453,8.193807419,3.754420558,38.29496474,25.76437177,8.267805126,24.99132632,133.539,8.297
World,1996,145.7134337,145.7134337,33.79516234,8.489743923,3.87457219,39.09813155,24.81333656,8.6541128,26.98837439,136.875,8.504
World,1997,148.9987956,148.9987956,34.32229896,8.596989878,3.791254235,40.61055891,25.44823025,8.812753215,27.41671013,140.767,8.698
World,1998,150.376713,150.376713,35.07415349,8.822375447,3.761635521,40.16248511,25.6719323,8.67646986,28.20766124,143.391,8.956
World,1999,153.4302626,153.4302626,35.65035566,9.052434248,3.755888231,41.55903931,24.91401883,8.995983659,29.50254267,141.05,9.201
World,2000,156.1570026,156.1570026,36.60432212,9.778736645,3.927342283,43.01398685,24.47335591,9.443951574,28.91530719,146.9008912,9.510923254
World,2001,157.2727855,157.2727855,36.98319505,9.468043396,3.866280079,44.44449217,23.85226922,9.534206224,29.12429932,145.6472421,10.0086973
World,2002,158.3491182,158.3491182,37.38136482,9.499906175,3.611861997,44.35532575,23.46053472,9.805032015,30.23509275,143.7996346,10.19285165
World,2003,161.7773506,161.7773506,37.79531893,9.533316926,3.568244278,45.73411206,23.48368961,9.751870884,31.91079793,148.4715541,10.60485472
World,2004,168.2847648,168.2847648,38.69608658,10.14202362,3.376455182,48.12072438,23.61758833,10.1659032,34.16598348,155.6038177,11.31861812
World,2005,171.2184431,171.2184431,39.05061718,10.55942919,3.511441513,49.24993841,23.69594404,10.07430341,35.07676933,157.8931504,11.83933217
World,2006,173.0097174,173.0097174,39.40677071,10.73571655,3.208492081,50.14501505,23.08011927,10.4992222,35.93438156,157.1061886,12.24307773
World,2007,175.4033832,175.4033832,40.07678059,11.04825795,2.586336901,51.22140044,22.63086099,10.70400073,37.13574557,156.3864096,12.53128341
World,2008,174.2909787,174.2909787,39.74320039,10.99303573,2.742310208,52.13771694,21.66321339,10.45735061,36.5301514,158.7005852,12.77590424
World,2009,171.3472989,171.3472989,40.50779255,10.41078546,2.529132302,51.31121319,20.08082583,10.60261699,35.87993261,155.7482865,12.9620567
World,2010,178.0086277,178.0086277,41.27500995,10.98083275,2.478959226,53.53699811,20.21689903,11.20544814,38.31448052,159.4240034,13.43036628
World,2011,179.2013755,179.2013755,41.33864364,11.23755982,2.282018382,54.81364268,19.64949869,11.49653309,38.38347921,159.6636885,13.74218634
World,2012,182.0122099,182.0122099,42.20173192,11.48050166,2.245814755,55.81850061,19.72041791,11.70989656,38.83534648,163.2003737,14.36091937
World,2013,183.2925227,183.2925227,43.40369923,11.67226722,2.091639621,56.50487173,18.21457377,12.29122468,39.11424649,162.9675446,14.47321965
World,2014,185.6566137,185.6566137,44.2069657,11.95463182,1.951366857,57.28491224,17.05927014,12.94146691,40.258,166.9787134,15.11812351
World,2015,189.0739771,189.0739771,26.32246378,7.2949086,0.92153943,27.7649194,4.599412025,6.862136372,15.68,171.7658262,15.78103872
World,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.4688214,16.11571865
